name,type1,type2,hp,attack,defense,sp_attack,sp_defense,speed,is_legendary,defensive_profile,weaknesses,role
tropius,grass,flying,99,68,83,72,87,51,False,"{'normal': 1, 'fire': 2, 'water': 0.5, 'electric': 1.0, 'grass': 0.25, 'ice': 4, 'fighting': 0.5, 'poison': 2, 'ground': 0.0, 'flying': 2, 'psychic': 1, 'bug': 1.0, 'rock': 2, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 1, 'fairy': 1}","['fire', 'ice', 'poison', 'flying', 'rock']",bulky defender
chimecho,psychic,,75,50,80,95,90,65,False,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 0.5, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 0.5, 'bug': 2, 'rock': 1, 'ghost': 2, 'dragon': 1, 'dark': 2, 'steel': 1, 'fairy': 1}","['bug', 'ghost', 'dark']",defensive support
absol,dark,,65,130,60,75,60,75,False,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 2, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 0, 'bug': 2, 'rock': 1, 'ghost': 0.5, 'dragon': 1, 'dark': 0.5, 'steel': 1, 'fairy': 2}","['fighting', 'bug', 'fairy']",physical attacker
wynaut,psychic,,95,23,48,23,48,23,False,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 0.5, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 0.5, 'bug': 2, 'rock': 1, 'ghost': 2, 'dragon': 1, 'dark': 2, 'steel': 1, 'fairy': 1}","['bug', 'ghost', 'dark']",balanced
snorunt,ice,,50,50,50,50,50,50,False,"{'normal': 1, 'fire': 2, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 0.5, 'fighting': 2, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 2, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 2, 'fairy': 1}","['fire', 'fighting', 'rock', 'steel']",balanced
glalie,ice,,80,80,80,80,80,80,False,"{'normal': 1, 'fire': 2, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 0.5, 'fighting': 2, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 2, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 2, 'fairy': 1}","['fire', 'fighting', 'rock', 'steel']",bulky defender
spheal,ice,water,70,40,50,55,50,25,False,"{'normal': 1, 'fire': 1.0, 'water': 0.5, 'electric': 2, 'grass': 2, 'ice': 0.25, 'fighting': 2, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 2, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 1.0, 'fairy': 1}","['electric', 'grass', 'fighting', 'rock']",balanced
sealeo,ice,water,90,60,70,75,70,45,False,"{'normal': 1, 'fire': 1.0, 'water': 0.5, 'electric': 2, 'grass': 2, 'ice': 0.25, 'fighting': 2, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 2, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 1.0, 'fairy': 1}","['electric', 'grass', 'fighting', 'rock']",balanced
walrein,ice,water,110,80,90,95,90,65,False,"{'normal': 1, 'fire': 1.0, 'water': 0.5, 'electric': 2, 'grass': 2, 'ice': 0.25, 'fighting': 2, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 2, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 1.0, 'fairy': 1}","['electric', 'grass', 'fighting', 'rock']",bulky defender
clamperl,water,,35,64,85,74,55,32,False,"{'normal': 1, 'fire': 0.5, 'water': 0.5, 'electric': 2, 'grass': 2, 'ice': 0.5, 'fighting': 1, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 1, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 0.5, 'fairy': 1}","['electric', 'grass']",balanced
huntail,water,,55,104,105,94,75,52,False,"{'normal': 1, 'fire': 0.5, 'water': 0.5, 'electric': 2, 'grass': 2, 'ice': 0.5, 'fighting': 1, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 1, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 0.5, 'fairy': 1}","['electric', 'grass']",physical attacker
gorebyss,water,,55,84,105,114,75,52,False,"{'normal': 1, 'fire': 0.5, 'water': 0.5, 'electric': 2, 'grass': 2, 'ice': 0.5, 'fighting': 1, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 1, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 0.5, 'fairy': 1}","['electric', 'grass']",special attacker
relicanth,water,rock,100,90,130,45,65,55,False,"{'normal': 0.5, 'fire': 0.25, 'water': 1.0, 'electric': 2, 'grass': 4, 'ice': 0.5, 'fighting': 2, 'poison': 0.5, 'ground': 2, 'flying': 0.5, 'psychic': 1, 'bug': 1, 'rock': 1, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 1.0, 'fairy': 1}","['electric', 'grass', 'fighting', 'ground']",bulky defender
luvdisc,water,,43,30,55,40,65,97,False,"{'normal': 1, 'fire': 0.5, 'water': 0.5, 'electric': 2, 'grass': 2, 'ice': 0.5, 'fighting': 1, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 1, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 0.5, 'fairy': 1}","['electric', 'grass']",balanced
bagon,dragon,,45,75,60,40,30,50,False,"{'normal': 1, 'fire': 0.5, 'water': 0.5, 'electric': 0.5, 'grass': 0.5, 'ice': 2, 'fighting': 1, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 1, 'ghost': 1, 'dragon': 2, 'dark': 1, 'steel': 1, 'fairy': 2}","['ice', 'dragon', 'fairy']",balanced
shelgon,dragon,,65,95,100,60,50,50,False,"{'normal': 1, 'fire': 0.5, 'water': 0.5, 'electric': 0.5, 'grass': 0.5, 'ice': 2, 'fighting': 1, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 1, 'ghost': 1, 'dragon': 2, 'dark': 1, 'steel': 1, 'fairy': 2}","['ice', 'dragon', 'fairy']",defensive support
salamence,dragon,flying,95,135,80,110,80,100,False,"{'normal': 1, 'fire': 0.5, 'water': 0.5, 'electric': 1.0, 'grass': 0.25, 'ice': 4, 'fighting': 0.5, 'poison': 1, 'ground': 0, 'flying': 1, 'psychic': 1, 'bug': 0.5, 'rock': 2, 'ghost': 1, 'dragon': 2, 'dark': 1, 'steel': 1, 'fairy': 2}","['ice', 'rock', 'dragon', 'fairy']",fast attacker
beldum,steel,psychic,40,55,80,35,60,30,False,"{'normal': 0.5, 'fire': 2, 'water': 1, 'electric': 1, 'grass': 0.5, 'ice': 0.5, 'fighting': 1.0, 'poison': 0, 'ground': 2, 'flying': 0.5, 'psychic': 0.25, 'bug': 1.0, 'rock': 0.5, 'ghost': 2, 'dragon': 0.5, 'dark': 2, 'steel': 0.5, 'fairy': 0.5}","['fire', 'ground', 'ghost', 'dark']",balanced
metang,steel,psychic,60,75,100,55,80,50,False,"{'normal': 0.5, 'fire': 2, 'water': 1, 'electric': 1, 'grass': 0.5, 'ice': 0.5, 'fighting': 1.0, 'poison': 0, 'ground': 2, 'flying': 0.5, 'psychic': 0.25, 'bug': 1.0, 'rock': 0.5, 'ghost': 2, 'dragon': 0.5, 'dark': 2, 'steel': 0.5, 'fairy': 0.5}","['fire', 'ground', 'ghost', 'dark']",defensive support
metagross,steel,psychic,80,135,130,95,90,70,False,"{'normal': 0.5, 'fire': 2, 'water': 1, 'electric': 1, 'grass': 0.5, 'ice': 0.5, 'fighting': 1.0, 'poison': 0, 'ground': 2, 'flying': 0.5, 'psychic': 0.25, 'bug': 1.0, 'rock': 0.5, 'ghost': 2, 'dragon': 0.5, 'dark': 2, 'steel': 0.5, 'fairy': 0.5}","['fire', 'ground', 'ghost', 'dark']",physical attacker
regirock,rock,,80,100,200,50,100,50,True,"{'normal': 0.5, 'fire': 0.5, 'water': 2, 'electric': 1, 'grass': 2, 'ice': 1, 'fighting': 2, 'poison': 0.5, 'ground': 2, 'flying': 0.5, 'psychic': 1, 'bug': 1, 'rock': 1, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 2, 'fairy': 1}","['water', 'grass', 'fighting', 'ground', 'steel']",physical attacker
regice,ice,,80,50,100,100,200,50,True,"{'normal': 1, 'fire': 2, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 0.5, 'fighting': 2, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 2, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 2, 'fairy': 1}","['fire', 'fighting', 'rock', 'steel']",special attacker
registeel,steel,,80,75,150,75,150,50,True,"{'normal': 0.5, 'fire': 2, 'water': 1, 'electric': 1, 'grass': 0.5, 'ice': 0.5, 'fighting': 2, 'poison': 0, 'ground': 2, 'flying': 0.5, 'psychic': 0.5, 'bug': 0.5, 'rock': 0.5, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 0.5, 'fairy': 0.5}","['fire', 'fighting', 'ground']",bulky defender
latias,dragon,psychic,80,80,90,110,130,110,True,"{'normal': 1, 'fire': 0.5, 'water': 0.5, 'electric': 0.5, 'grass': 0.5, 'ice': 2, 'fighting': 0.5, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 0.5, 'bug': 2, 'rock': 1, 'ghost': 2, 'dragon': 2, 'dark': 2, 'steel': 1, 'fairy': 2}","['ice', 'bug', 'ghost', 'dragon', 'dark', 'fairy']",fast attacker
latios,dragon,psychic,80,90,80,130,110,110,True,"{'normal': 1, 'fire': 0.5, 'water': 0.5, 'electric': 0.5, 'grass': 0.5, 'ice': 2, 'fighting': 0.5, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 0.5, 'bug': 2, 'rock': 1, 'ghost': 2, 'dragon': 2, 'dark': 2, 'steel': 1, 'fairy': 2}","['ice', 'bug', 'ghost', 'dragon', 'dark', 'fairy']",fast attacker
kyogre,water,,100,100,90,150,140,90,True,"{'normal': 1, 'fire': 0.5, 'water': 0.5, 'electric': 2, 'grass': 2, 'ice': 0.5, 'fighting': 1, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 1, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 0.5, 'fairy': 1}","['electric', 'grass']",physical attacker
groudon,ground,,100,150,140,100,90,90,True,"{'normal': 1, 'fire': 1, 'water': 2, 'electric': 0, 'grass': 2, 'ice': 2, 'fighting': 1, 'poison': 0.5, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 0.5, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 1, 'fairy': 1}","['water', 'grass', 'ice']",physical attacker
rayquaza,dragon,flying,105,150,90,150,90,95,True,"{'normal': 1, 'fire': 0.5, 'water': 0.5, 'electric': 1.0, 'grass': 0.25, 'ice': 4, 'fighting': 0.5, 'poison': 1, 'ground': 0, 'flying': 1, 'psychic': 1, 'bug': 0.5, 'rock': 2, 'ghost': 1, 'dragon': 2, 'dark': 1, 'steel': 1, 'fairy': 2}","['ice', 'rock', 'dragon', 'fairy']",physical attacker
jirachi,steel,psychic,100,100,100,100,100,100,True,"{'normal': 0.5, 'fire': 2, 'water': 1, 'electric': 1, 'grass': 0.5, 'ice': 0.5, 'fighting': 1.0, 'poison': 0, 'ground': 2, 'flying': 0.5, 'psychic': 0.25, 'bug': 1.0, 'rock': 0.5, 'ghost': 2, 'dragon': 0.5, 'dark': 2, 'steel': 0.5, 'fairy': 0.5}","['fire', 'ground', 'ghost', 'dark']",fast attacker
deoxys-normal,psychic,,50,150,50,150,50,150,False,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 0.5, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 0.5, 'bug': 2, 'rock': 1, 'ghost': 2, 'dragon': 1, 'dark': 2, 'steel': 1, 'fairy': 1}","['bug', 'ghost', 'dark']",fast attacker
turtwig,grass,,55,68,64,45,55,31,False,"{'normal': 1, 'fire': 2, 'water': 0.5, 'electric': 0.5, 'grass': 0.5, 'ice': 2, 'fighting': 1, 'poison': 2, 'ground': 0.5, 'flying': 2, 'psychic': 1, 'bug': 2, 'rock': 1, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 1, 'fairy': 1}","['fire', 'ice', 'poison', 'flying', 'bug']",balanced
grotle,grass,,75,89,85,55,65,36,False,"{'normal': 1, 'fire': 2, 'water': 0.5, 'electric': 0.5, 'grass': 0.5, 'ice': 2, 'fighting': 1, 'poison': 2, 'ground': 0.5, 'flying': 2, 'psychic': 1, 'bug': 2, 'rock': 1, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 1, 'fairy': 1}","['fire', 'ice', 'poison', 'flying', 'bug']",balanced
torterra,grass,ground,95,109,105,75,85,56,False,"{'normal': 1, 'fire': 2, 'water': 1.0, 'electric': 0.0, 'grass': 1.0, 'ice': 4, 'fighting': 1, 'poison': 1.0, 'ground': 0.5, 'flying': 2, 'psychic': 1, 'bug': 2, 'rock': 0.5, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 1, 'fairy': 1}","['fire', 'ice', 'flying', 'bug']",physical attacker
chimchar,fire,,44,58,44,58,44,61,False,"{'normal': 1, 'fire': 0.5, 'water': 2, 'electric': 1, 'grass': 0.5, 'ice': 0.5, 'fighting': 1, 'poison': 1, 'ground': 2, 'flying': 1, 'psychic': 1, 'bug': 0.5, 'rock': 2, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 0.5, 'fairy': 0.5}","['water', 'ground', 'rock']",balanced
monferno,fire,fighting,64,78,52,78,52,81,False,"{'normal': 1, 'fire': 0.5, 'water': 2, 'electric': 1, 'grass': 0.5, 'ice': 0.5, 'fighting': 1, 'poison': 1, 'ground': 2, 'flying': 2, 'psychic': 2, 'bug': 0.25, 'rock': 1.0, 'ghost': 1, 'dragon': 1, 'dark': 0.5, 'steel': 0.5, 'fairy': 1.0}","['water', 'ground', 'flying', 'psychic']",balanced
infernape,fire,fighting,76,104,71,104,71,108,False,"{'normal': 1, 'fire': 0.5, 'water': 2, 'electric': 1, 'grass': 0.5, 'ice': 0.5, 'fighting': 1, 'poison': 1, 'ground': 2, 'flying': 2, 'psychic': 2, 'bug': 0.25, 'rock': 1.0, 'ghost': 1, 'dragon': 1, 'dark': 0.5, 'steel': 0.5, 'fairy': 1.0}","['water', 'ground', 'flying', 'psychic']",fast attacker
piplup,water,,53,51,53,61,56,40,False,"{'normal': 1, 'fire': 0.5, 'water': 0.5, 'electric': 2, 'grass': 2, 'ice': 0.5, 'fighting': 1, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 1, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 0.5, 'fairy': 1}","['electric', 'grass']",balanced
prinplup,water,,64,66,68,81,76,50,False,"{'normal': 1, 'fire': 0.5, 'water': 0.5, 'electric': 2, 'grass': 2, 'ice': 0.5, 'fighting': 1, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 1, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 0.5, 'fairy': 1}","['electric', 'grass']",balanced
empoleon,water,steel,84,86,88,111,101,60,False,"{'normal': 0.5, 'fire': 1.0, 'water': 0.5, 'electric': 2, 'grass': 1.0, 'ice': 0.25, 'fighting': 2, 'poison': 0, 'ground': 2, 'flying': 0.5, 'psychic': 0.5, 'bug': 0.5, 'rock': 0.5, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 0.25, 'fairy': 0.5}","['electric', 'fighting', 'ground']",special attacker
starly,normal,flying,40,55,30,30,30,60,False,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 2, 'grass': 0.5, 'ice': 2, 'fighting': 1.0, 'poison': 1, 'ground': 0, 'flying': 1, 'psychic': 1, 'bug': 0.5, 'rock': 2, 'ghost': 0, 'dragon': 1, 'dark': 1, 'steel': 1, 'fairy': 1}","['electric', 'ice', 'rock']",balanced
staravia,normal,flying,55,75,50,40,40,80,False,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 2, 'grass': 0.5, 'ice': 2, 'fighting': 1.0, 'poison': 1, 'ground': 0, 'flying': 1, 'psychic': 1, 'bug': 0.5, 'rock': 2, 'ghost': 0, 'dragon': 1, 'dark': 1, 'steel': 1, 'fairy': 1}","['electric', 'ice', 'rock']",balanced
staraptor,normal,flying,85,120,70,50,60,100,False,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 2, 'grass': 0.5, 'ice': 2, 'fighting': 1.0, 'poison': 1, 'ground': 0, 'flying': 1, 'psychic': 1, 'bug': 0.5, 'rock': 2, 'ghost': 0, 'dragon': 1, 'dark': 1, 'steel': 1, 'fairy': 1}","['electric', 'ice', 'rock']",fast attacker
bidoof,normal,,59,45,40,35,40,31,False,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 2, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 1, 'ghost': 0, 'dragon': 1, 'dark': 1, 'steel': 1, 'fairy': 1}",['fighting'],balanced
bibarel,normal,water,79,85,60,55,60,71,False,"{'normal': 1, 'fire': 0.5, 'water': 0.5, 'electric': 2, 'grass': 2, 'ice': 0.5, 'fighting': 2, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 1, 'ghost': 0, 'dragon': 1, 'dark': 1, 'steel': 0.5, 'fairy': 1}","['electric', 'grass', 'fighting']",balanced
kricketot,bug,,37,25,41,25,41,25,False,"{'normal': 1, 'fire': 2, 'water': 1, 'electric': 1, 'grass': 0.5, 'ice': 1, 'fighting': 0.5, 'poison': 1, 'ground': 0.5, 'flying': 2, 'psychic': 1, 'bug': 1, 'rock': 2, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 1, 'fairy': 1}","['fire', 'flying', 'rock']",balanced
kricketune,bug,,77,85,51,55,51,65,False,"{'normal': 1, 'fire': 2, 'water': 1, 'electric': 1, 'grass': 0.5, 'ice': 1, 'fighting': 0.5, 'poison': 1, 'ground': 0.5, 'flying': 2, 'psychic': 1, 'bug': 1, 'rock': 2, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 1, 'fairy': 1}","['fire', 'flying', 'rock']",balanced
shinx,electric,,45,65,34,40,34,45,False,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 0.5, 'grass': 1, 'ice': 1, 'fighting': 1, 'poison': 1, 'ground': 2, 'flying': 0.5, 'psychic': 1, 'bug': 1, 'rock': 1, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 0.5, 'fairy': 1}",['ground'],balanced
luxio,electric,,60,85,49,60,49,60,False,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 0.5, 'grass': 1, 'ice': 1, 'fighting': 1, 'poison': 1, 'ground': 2, 'flying': 0.5, 'psychic': 1, 'bug': 1, 'rock': 1, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 0.5, 'fairy': 1}",['ground'],balanced
luxray,electric,,80,120,79,95,79,70,False,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 0.5, 'grass': 1, 'ice': 1, 'fighting': 1, 'poison': 1, 'ground': 2, 'flying': 0.5, 'psychic': 1, 'bug': 1, 'rock': 1, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 0.5, 'fairy': 1}",['ground'],physical attacker
budew,grass,poison,40,30,35,50,70,55,False,"{'normal': 1, 'fire': 2, 'water': 0.5, 'electric': 0.5, 'grass': 0.25, 'ice': 2, 'fighting': 0.5, 'poison': 1.0, 'ground': 1.0, 'flying': 2, 'psychic': 2, 'bug': 1.0, 'rock': 1, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 1, 'fairy': 0.5}","['fire', 'ice', 'flying', 'psychic']",balanced
roserade,grass,poison,60,70,65,125,105,90,False,"{'normal': 1, 'fire': 2, 'water': 0.5, 'electric': 0.5, 'grass': 0.25, 'ice': 2, 'fighting': 0.5, 'poison': 1.0, 'ground': 1.0, 'flying': 2, 'psychic': 2, 'bug': 1.0, 'rock': 1, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 1, 'fairy': 0.5}","['fire', 'ice', 'flying', 'psychic']",special attacker
cranidos,rock,,67,125,40,30,30,58,False,"{'normal': 0.5, 'fire': 0.5, 'water': 2, 'electric': 1, 'grass': 2, 'ice': 1, 'fighting': 2, 'poison': 0.5, 'ground': 2, 'flying': 0.5, 'psychic': 1, 'bug': 1, 'rock': 1, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 2, 'fairy': 1}","['water', 'grass', 'fighting', 'ground', 'steel']",physical attacker
rampardos,rock,,97,165,60,65,50,58,False,"{'normal': 0.5, 'fire': 0.5, 'water': 2, 'electric': 1, 'grass': 2, 'ice': 1, 'fighting': 2, 'poison': 0.5, 'ground': 2, 'flying': 0.5, 'psychic': 1, 'bug': 1, 'rock': 1, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 2, 'fairy': 1}","['water', 'grass', 'fighting', 'ground', 'steel']",physical attacker
shieldon,rock,steel,30,42,118,42,88,30,False,"{'normal': 0.25, 'fire': 1.0, 'water': 2, 'electric': 1, 'grass': 1.0, 'ice': 0.5, 'fighting': 4, 'poison': 0.0, 'ground': 4, 'flying': 0.25, 'psychic': 0.5, 'bug': 0.5, 'rock': 0.5, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 1.0, 'fairy': 0.5}","['water', 'fighting', 'ground']",defensive support
bastiodon,rock,steel,60,52,168,47,138,30,False,"{'normal': 0.25, 'fire': 1.0, 'water': 2, 'electric': 1, 'grass': 1.0, 'ice': 0.5, 'fighting': 4, 'poison': 0.0, 'ground': 4, 'flying': 0.25, 'psychic': 0.5, 'bug': 0.5, 'rock': 0.5, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 1.0, 'fairy': 0.5}","['water', 'fighting', 'ground']",defensive support
burmy,bug,,40,29,45,29,45,36,False,"{'normal': 1, 'fire': 2, 'water': 1, 'electric': 1, 'grass': 0.5, 'ice': 1, 'fighting': 0.5, 'poison': 1, 'ground': 0.5, 'flying': 2, 'psychic': 1, 'bug': 1, 'rock': 2, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 1, 'fairy': 1}","['fire', 'flying', 'rock']",balanced
wormadam-plant,bug,grass,60,59,85,79,105,36,False,"{'normal': 1, 'fire': 4, 'water': 0.5, 'electric': 0.5, 'grass': 0.25, 'ice': 2, 'fighting': 0.5, 'poison': 2, 'ground': 0.25, 'flying': 4, 'psychic': 1, 'bug': 2, 'rock': 2, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 1, 'fairy': 1}","['fire', 'ice', 'poison', 'flying', 'bug', 'rock']",defensive support
mothim,bug,flying,70,94,50,94,50,66,False,"{'normal': 1, 'fire': 2, 'water': 1, 'electric': 2, 'grass': 0.25, 'ice': 2, 'fighting': 0.25, 'poison': 1, 'ground': 0.0, 'flying': 2, 'psychic': 1, 'bug': 0.5, 'rock': 4, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 1, 'fairy': 1}","['fire', 'electric', 'ice', 'flying', 'rock']",balanced
combee,bug,flying,30,30,42,30,42,70,False,"{'normal': 1, 'fire': 2, 'water': 1, 'electric': 2, 'grass': 0.25, 'ice': 2, 'fighting': 0.25, 'poison': 1, 'ground': 0.0, 'flying': 2, 'psychic': 1, 'bug': 0.5, 'rock': 4, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 1, 'fairy': 1}","['fire', 'electric', 'ice', 'flying', 'rock']",balanced
vespiquen,bug,flying,70,80,102,80,102,40,False,"{'normal': 1, 'fire': 2, 'water': 1, 'electric': 2, 'grass': 0.25, 'ice': 2, 'fighting': 0.25, 'poison': 1, 'ground': 0.0, 'flying': 2, 'psychic': 1, 'bug': 0.5, 'rock': 4, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 1, 'fairy': 1}","['fire', 'electric', 'ice', 'flying', 'rock']",defensive support
pachirisu,electric,,60,45,70,45,90,95,False,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 0.5, 'grass': 1, 'ice': 1, 'fighting': 1, 'poison': 1, 'ground': 2, 'flying': 0.5, 'psychic': 1, 'bug': 1, 'rock': 1, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 0.5, 'fairy': 1}",['ground'],defensive support
buizel,water,,55,65,35,60,30,85,False,"{'normal': 1, 'fire': 0.5, 'water': 0.5, 'electric': 2, 'grass': 2, 'ice': 0.5, 'fighting': 1, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 1, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 0.5, 'fairy': 1}","['electric', 'grass']",balanced
floatzel,water,,85,105,55,85,50,115,False,"{'normal': 1, 'fire': 0.5, 'water': 0.5, 'electric': 2, 'grass': 2, 'ice': 0.5, 'fighting': 1, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 1, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 0.5, 'fairy': 1}","['electric', 'grass']",fast attacker
cherubi,grass,,45,35,45,62,53,35,False,"{'normal': 1, 'fire': 2, 'water': 0.5, 'electric': 0.5, 'grass': 0.5, 'ice': 2, 'fighting': 1, 'poison': 2, 'ground': 0.5, 'flying': 2, 'psychic': 1, 'bug': 2, 'rock': 1, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 1, 'fairy': 1}","['fire', 'ice', 'poison', 'flying', 'bug']",balanced
cherrim,grass,,70,60,70,87,78,85,False,"{'normal': 1, 'fire': 2, 'water': 0.5, 'electric': 0.5, 'grass': 0.5, 'ice': 2, 'fighting': 1, 'poison': 2, 'ground': 0.5, 'flying': 2, 'psychic': 1, 'bug': 2, 'rock': 1, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 1, 'fairy': 1}","['fire', 'ice', 'poison', 'flying', 'bug']",balanced
shellos,water,,76,48,48,57,62,34,False,"{'normal': 1, 'fire': 0.5, 'water': 0.5, 'electric': 2, 'grass': 2, 'ice': 0.5, 'fighting': 1, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 1, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 0.5, 'fairy': 1}","['electric', 'grass']",balanced
gastrodon,water,ground,111,83,68,92,82,39,False,"{'normal': 1, 'fire': 0.5, 'water': 1.0, 'electric': 0, 'grass': 4, 'ice': 1.0, 'fighting': 1, 'poison': 0.5, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 0.5, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 0.5, 'fairy': 1}",['grass'],bulky defender
